Date,Open,High,Low,Close,Adj Close,Volume
1970-01-01 00:00:00.000036871,22.1,22.459999,22.0,22.26,19.078026,1586350.0
1970-01-01 00:00:00.000036872,22.5,23.195,22.5,22.860001,19.592264,4568430.0
1970-01-01 00:00:00.000036873,22.950001,24.4,22.91,23.450001,20.097923,4965450.0
1970-01-01 00:00:00.000036874,23.5,23.700001,22.799999,22.924999,19.647964,1746750.0
1970-01-01 00:00:00.000036875,23.200001,23.200001,21.879999,21.975,18.833767,2245680.0
1970-01-01 00:00:00.000036878,21.305,21.99,21.305,21.709999,18.606646,1384430.0
1970-01-01 00:00:00.000036879,21.745001,21.905001,21.405001,21.504999,18.43095,2632380.0
1970-01-01 00:00:00.000036880,21.700001,22.190001,21.549999,21.995001,18.850904,1776510.0
1970-01-01 00:00:00.000036881,21.700001,22.049999,21.5,21.764999,18.65378,1377700.0
1970-01-01 00:00:00.000036882,21.99,22.0,21.565001,21.625,18.533798,1061090.0
1970-01-01 00:00:00.000036885,21.625,21.625,21.625,21.625,18.533798,0.0
1970-01-01 00:00:00.000036886,21.514999,21.9,21.24,21.535,18.456661,1900460.0
1970-01-01 00:00:00.000036887,21.549999,22.0,21.549999,21.825001,18.70521,711410.0
1970-01-01 00:00:00.000036888,21.870001,22.495001,21.870001,22.004999,18.859476,1753480.0
1970-01-01 00:00:00.000036889,22.1,22.475,22.0,22.280001,19.095165,1802700.0
1970-01-01 00:00:00.000036892,22.49,22.575001,22.200001,22.225,19.048031,1003590.0
1970-01-01 00:00:00.000036893,22.285,22.5,21.9,22.4,19.198013,1786810.0
1970-01-01 00:00:00.000036894,22.700001,23.5,22.5,22.584999,19.356571,4207540.0
1970-01-01 00:00:00.000036895,22.834999,22.99,22.465,22.535,19.313715,2125270.0
1970-01-01 00:00:00.000036896,22.545,23.0,22.469999,22.860001,19.592264,1618440.0
1970-01-01 00:00:00.000036899,22.700001,23.200001,22.700001,23.014999,19.7251,2596130.0
1970-01-01 00:00:00.000036900,23.07,23.799999,22.92,23.575001,20.205057,2699850.0
1970-01-01 00:00:00.000036901,23.860001,23.995001,22.41,22.540001,19.318003,3259280.0
1970-01-01 00:00:00.000036902,22.799999,23.200001,22.6,22.889999,19.617971,1899000.0
1970-01-01 00:00:00.000036903,23.15,23.9,23.0,23.73,20.337896,3946760.0
1970-01-01 00:00:00.000036906,23.98,25.190001,23.9,24.9,21.340649,4899580.0
1970-01-01 00:00:00.000036907,25.0,25.16,24.605,25.0,21.426352,2863150.0
1970-01-01 00:00:00.000036908,24.9,25.1,24.52,24.915001,21.353506,2083080.0
1970-01-01 00:00:00.000036909,24.995001,25.049999,24.6,24.99,21.417782,1694510.0
1970-01-01 00:00:00.000036910,24.99,25.4,24.610001,25.174999,21.57634,3062540.0
1970-01-01 00:00:00.000036913,25.299999,25.950001,24.59,24.805,21.259228,2553510.0
1970-01-01 00:00:00.000036914,24.825001,25.299999,24.825001,24.965,21.396358,1074060.0
1970-01-01 00:00:00.000036915,24.9,25.1,24.65,24.940001,21.374931,1071050.0
1970-01-01 00:00:00.000036916,24.950001,25.5,24.799999,24.959999,21.392075,1279930.0
1970-01-01 00:00:00.000036917,24.959999,24.959999,24.959999,24.959999,21.392075,0.0
1970-01-01 00:00:00.000036920,24.799999,25.0,24.299999,24.530001,21.023539,1641080.0
1970-01-01 00:00:00.000036921,24.5,25.049999,24.254999,24.940001,21.374931,1227350.0
1970-01-01 00:00:00.000036922,24.6,25.5,24.6,25.389999,21.760605,1740520.0
1970-01-01 00:00:00.000036923,25.4,25.504999,24.85,25.120001,21.529203,942430.0
1970-01-01 00:00:00.000036924,25.059999,25.360001,24.85,25.225,21.619192,842630.0
1970-01-01 00:00:00.000036927,25.200001,27.24,25.1,26.4,22.62623,5280470.0
1970-01-01 00:00:00.000036928,26.299999,26.5,25.705,25.950001,22.240557,1023200.0
1970-01-01 00:00:00.000036929,26.0,26.35,25.0,25.129999,21.537773,1144160.0
1970-01-01 00:00:00.000036930,25.18,25.9,25.0,25.83,22.137705,1247210.0
1970-01-01 00:00:00.000036931,25.99,27.9,25.99,27.215,23.32473,7995520.0
1970-01-01 00:00:00.000036934,27.290001,27.389999,26.1,26.25,22.497671,2201030.0
1970-01-01 00:00:00.000036935,26.299999,26.549999,25.75,25.92,22.214846,1811010.0
1970-01-01 00:00:00.000036936,26.0,26.57,25.690001,26.450001,22.669083,2641060.0
1970-01-01 00:00:00.000036937,26.6,26.6,26.0,26.115,22.381969,939480.0
1970-01-01 00:00:00.000036938,26.395,26.995001,25.219999,25.379999,21.752039,2238980.0
1970-01-01 00:00:00.000036941,26.1,26.379999,25.35,25.68,22.009151,1789610.0
1970-01-01 00:00:00.000036942,25.6,25.75,25.01,25.08,21.494913,1442670.0
1970-01-01 00:00:00.000036943,25.379999,25.4,23.9,25.030001,21.452066,2118770.0
1970-01-01 00:00:00.000036944,25.01,25.6,24.93,25.15,21.554913,2367740.0
1970-01-01 00:00:00.000036945,25.295,25.299999,24.4,24.74,21.20352,2697660.0
1970-01-01 00:00:00.000036948,24.700001,25.1,24.004999,25.0,21.426352,828380.0
1970-01-01 00:00:00.000036949,25.0,25.200001,24.709999,25.040001,21.460638,1553190.0
1970-01-01 00:00:00.000036950,26.5,26.9,25.0,25.655001,21.987726,4403910.0
1970-01-01 00:00:00.000036951,26.200001,27.469999,25.91,26.495001,22.707651,3344000.0
1970-01-01 00:00:00.000036952,26.9,27.200001,26.33,26.459999,22.677652,3084400.0
1970-01-01 00:00:00.000036955,26.299999,26.700001,25.514999,25.725,22.04772,2081400.0
1970-01-01 00:00:00.000036956,25.725,25.725,25.725,25.725,22.04772,0.0
1970-01-01 00:00:00.000036957,25.6,26.0,25.01,25.74,22.060574,1216350.0
1970-01-01 00:00:00.000036958,25.6,26.4,25.6,26.225,22.476248,904970.0
1970-01-01 00:00:00.000036959,25.799999,25.799999,25.004999,25.264999,21.653473,1428380.0
1970-01-01 00:00:00.000036962,25.1,25.299999,24.905001,25.02,21.443493,915420.0
1970-01-01 00:00:00.000036963,24.905001,24.905001,21.055,22.115,18.953753,2514890.0
1970-01-01 00:00:00.000036964,22.0,24.799999,22.0,24.389999,20.903553,1474340.0
1970-01-01 00:00:00.000036965,24.985001,24.985001,23.504999,24.235001,20.770706,1714080.0
1970-01-01 00:00:00.000036966,24.004999,24.5,22.4,23.25,19.926508,1107510.0
1970-01-01 00:00:00.000036969,22.6,23.700001,22.4,23.485001,20.127918,457270.0
1970-01-01 00:00:00.000036970,23.41,23.5,22.725,22.945,19.665108,699820.0
1970-01-01 00:00:00.000036971,22.6,24.200001,22.6,23.615,20.239332,961000.0
1970-01-01 00:00:00.000036972,23.65,23.75,23.120001,23.280001,19.952223,236250.0
1970-01-01 00:00:00.000036973,23.25,23.5,22.5,22.955,19.673679,361790.0
1970-01-01 00:00:00.000036976,22.299999,23.1,22.299999,22.745001,19.493698,171770.0
1970-01-01 00:00:00.000036977,22.799999,22.995001,22.605,22.719999,19.472271,1190700.0
1970-01-01 00:00:00.000036978,22.91,23.389999,22.799999,22.865,19.596542,305000.0
1970-01-01 00:00:00.000036979,22.889999,23.1,22.799999,22.950001,19.669392,1180950.0
1970-01-01 00:00:00.000036980,22.9,23.1,22.605,22.834999,19.570833,618990.0
1970-01-01 00:00:00.000036983,22.620001,22.620001,21.5,22.315001,19.125162,807420.0
1970-01-01 00:00:00.000036984,22.110001,22.6,21.91,22.504999,19.288002,861860.0
1970-01-01 00:00:00.000036985,22.26,22.695,22.014999,22.594999,19.365137,317990.0
1970-01-01 00:00:00.000036986,22.594999,22.594999,22.594999,22.594999,19.365137,0.0
1970-01-01 00:00:00.000036987,22.5,23.049999,22.5,22.790001,19.532265,450700.0
1970-01-01 00:00:00.000036990,22.709999,22.725,22.200001,22.540001,19.318003,518500.0
1970-01-01 00:00:00.000036991,22.549999,22.790001,22.5,22.6,19.369425,866330.0
1970-01-01 00:00:00.000036992,22.559999,23.25,22.5,23.055,19.759386,934170.0
1970-01-01 00:00:00.000036993,22.805,23.5,22.41,23.139999,19.832235,1045200.0
1970-01-01 00:00:00.000036994,23.139999,23.139999,23.139999,23.139999,19.832235,0.0
1970-01-01 00:00:00.000036997,23.495001,24.190001,22.9,23.565001,20.196482,981290.0
1970-01-01 00:00:00.000036998,23.6,24.799999,23.5,24.575001,21.062105,1308550.0
1970-01-01 00:00:00.000036999,24.700001,24.99,24.299999,24.525,21.019255,1129190.0
1970-01-01 00:00:00.000037000,24.6,25.0,23.6,23.959999,20.535015,2337880.0
1970-01-01 00:00:00.000037001,24.5,24.5,23.504999,24.365,21.057901,1533010.0
1970-01-01 00:00:00.000037004,24.299999,24.49,24.125,24.334999,21.031971,613220.0
1970-01-01 00:00:00.000037005,24.014999,24.18,23.615,23.780001,20.552305,1292290.0
1970-01-01 00:00:00.000037006,23.700001,23.9,23.605,23.719999,20.500448,272450.0
1970-01-01 00:00:00.000037007,23.84,23.995001,23.625,23.790001,20.560949,219590.0
1970-01-01 00:00:00.000037008,23.549999,23.6,22.0,23.245001,20.089922,515720.0
1970-01-01 00:00:00.000037011,22.6,23.59,22.6,23.040001,19.912743,662570.0
1970-01-01 00:00:00.000037012,23.040001,23.040001,23.040001,23.040001,19.912743,0.0
1970-01-01 00:00:00.000037013,22.049999,23.790001,22.049999,23.6,20.396738,559900.0
1970-01-01 00:00:00.000037014,23.9,24.0,23.02,23.334999,20.1677,439790.0
1970-01-01 00:00:00.000037015,23.475,23.475,23.115,23.219999,20.068312,498260.0
1970-01-01 00:00:00.000037018,23.395,23.799999,23.205,23.745001,20.522053,594670.0
1970-01-01 00:00:00.000037019,23.6,23.700001,23.209999,23.299999,20.137451,424900.0
1970-01-01 00:00:00.000037020,23.450001,24.0,23.1,23.76,20.535017,731860.0
1970-01-01 00:00:00.000037021,24.0,24.469999,23.545,23.639999,20.431303,1072710.0
1970-01-01 00:00:00.000037022,23.799999,23.799999,23.299999,23.365,20.193634,301810.0
1970-01-01 00:00:00.000037025,23.700001,24.1,23.25,23.73,20.509089,785360.0
1970-01-01 00:00:00.000037026,23.209999,24.290001,22.6,24.075001,20.807264,729540.0
1970-01-01 00:00:00.000037027,24.1,24.41,23.4,23.565001,20.366488,1240010.0
1970-01-01 00:00:00.000037028,23.975,24.344999,23.205,23.440001,20.258455,1273200.0
1970-01-01 00:00:00.000037029,23.799999,24.0,23.41,23.559999,20.362165,844600.0
1970-01-01 00:00:00.000037032,24.0,24.389999,23.305,23.719999,20.500448,1623140.0
1970-01-01 00:00:00.000037033,23.865,24.27,23.5,23.58,20.379457,885930.0
1970-01-01 00:00:00.000037034,23.9,23.9,23.68,23.735001,20.513414,653970.0
1970-01-01 00:00:00.000037035,23.83,23.889999,23.549999,23.639999,20.431303,187940.0
1970-01-01 00:00:00.000037036,23.73,23.73,23.0,23.075001,19.942997,1245800.0
1970-01-01 00:00:00.000037039,23.0,23.5,22.950001,23.434999,20.254131,967180.0
1970-01-01 00:00:00.000037040,23.4,23.6,23.200001,23.51,20.318956,1416770.0
1970-01-01 00:00:00.000037041,23.5,23.545,22.809999,23.014999,19.891142,1798320.0
1970-01-01 00:00:00.000037042,23.139999,23.139999,22.754999,22.99,19.869526,779600.0
1970-01-01 00:00:00.000037043,23.139999,23.200001,22.915001,23.049999,19.921387,404770.0
1970-01-01 00:00:00.000037046,23.15,23.315001,22.93,23.23,20.076954,813220.0
1970-01-01 00:00:00.000037047,23.0,23.299999,23.0,23.190001,20.042383,812070.0
1970-01-01 00:00:00.000037048,23.299999,23.469999,23.25,23.41,20.232525,461990.0
1970-01-01 00:00:00.000037049,23.299999,23.299999,22.75,23.004999,19.882496,1242010.0
1970-01-01 00:00:00.000037050,23.1,23.25,22.85,23.15,20.007814,1119380.0
1970-01-01 00:00:00.000037053,23.049999,23.190001,22.799999,23.065001,19.934353,376020.0
1970-01-01 00:00:00.000037054,23.1,23.1,22.0,22.780001,19.688036,760620.0
1970-01-01 00:00:00.000037055,22.85,22.9,22.51,22.73,19.644823,745740.0
1970-01-01 00:00:00.000037056,22.790001,22.790001,21.610001,21.780001,18.823763,1108360.0
1970-01-01 00:00:00.000037057,21.605,21.99,20.4,21.42,18.51263,1837180.0
1970-01-01 00:00:00.000037060,21.5,21.5,19.709999,19.844999,17.151411,1320600.0
1970-01-01 00:00:00.000037061,20.0,20.85,19.9,20.424999,17.652683,3052820.0
1970-01-01 00:00:00.000037062,20.690001,21.4,20.58,21.325001,18.430525,1295570.0
1970-01-01 00:00:00.000037063,21.49,22.4,21.49,22.084999,19.087366,1289070.0
1970-01-01 00:00:00.000037064,22.01,22.65,21.75,21.885,18.914515,1064250.0
1970-01-01 00:00:00.000037067,21.85,21.9,20.965,21.09,18.227423,680470.0
1970-01-01 00:00:00.000037068,20.9,21.795,20.799999,21.594999,18.663877,772430.0
1970-01-01 00:00:00.000037069,21.450001,21.700001,21.299999,21.35,18.452131,545630.0
1970-01-01 00:00:00.000037070,21.42,21.620001,21.299999,21.525,18.603376,294030.0
1970-01-01 00:00:00.000037071,21.5,21.59,20.785,20.959999,18.115068,764000.0
1970-01-01 00:00:00.000037074,21.4,21.450001,21.200001,21.264999,18.378664,186560.0
1970-01-01 00:00:00.000037075,21.190001,21.4,20.655001,20.715,17.903322,7004640.0
1970-01-01 00:00:00.000037076,20.795,20.795,19.955,20.254999,17.505754,524490.0
1970-01-01 00:00:00.000037077,20.5,20.549999,20.200001,20.379999,17.613792,403490.0
1970-01-01 00:00:00.000037078,20.209999,20.58,20.209999,20.4,17.631077,141170.0
1970-01-01 00:00:00.000037081,20.1,20.6,20.0,20.475,17.695896,107910.0
1970-01-01 00:00:00.000037082,20.700001,20.9,20.309999,20.799999,17.976786,213370.0
1970-01-01 00:00:00.000037083,20.9,21.200001,20.9,21.1,18.236065,255400.0
1970-01-01 00:00:00.000037084,21.125,21.700001,21.004999,21.545,18.620667,425620.0
1970-01-01 00:00:00.000037085,21.799999,22.225,21.5,21.66,18.720055,624010.0
1970-01-01 00:00:00.000037088,21.799999,22.275,21.799999,21.9,18.927479,2428040.0
1970-01-01 00:00:00.000037089,22.030001,22.25,22.004999,22.110001,19.10898,300050.0
1970-01-01 00:00:00.000037090,22.004999,22.9,22.004999,22.725,19.640501,703550.0
1970-01-01 00:00:00.000037091,22.4,22.690001,22.200001,22.434999,19.389864,580130.0
1970-01-01 00:00:00.000037092,22.6,22.700001,22.465,22.5,19.446037,1156620.0
1970-01-01 00:00:00.000037095,22.389999,22.389999,21.815001,21.915001,18.940443,10420.0
1970-01-01 00:00:00.000037096,21.780001,22.790001,21.504999,22.690001,19.61025,726680.0
1970-01-01 00:00:00.000037097,22.575001,23.290001,22.504999,23.18,20.033745,1261570.0
1970-01-01 00:00:00.000037098,22.450001,23.190001,22.450001,22.934999,19.821997,2222010.0
1970-01-01 00:00:00.000037099,23.0,23.4,22.809999,23.24,20.085598,1631120.0
1970-01-01 00:00:00.000037102,22.93,23.344999,22.93,23.23,20.076954,539990.0
1970-01-01 00:00:00.000037103,23.295,23.58,23.129999,23.42,20.241169,1281690.0
1970-01-01 00:00:00.000037104,23.75,23.75,23.004999,23.635,20.426981,602550.0
1970-01-01 00:00:00.000037105,24.0,24.1,23.299999,23.35,20.180668,343220.0
1970-01-01 00:00:00.000037106,23.49,23.75,22.905001,23.15,20.007814,891050.0
1970-01-01 00:00:00.000037109,22.809999,23.475,22.799999,23.385,20.210915,345830.0
1970-01-01 00:00:00.000037110,23.105,23.379999,23.055,23.200001,20.051029,224940.0
1970-01-01 00:00:00.000037111,22.709999,23.645,22.709999,23.51,20.318956,859250.0
1970-01-01 00:00:00.000037112,23.155001,23.4,22.620001,22.790001,19.696676,349570.0
1970-01-01 00:00:00.000037113,23.120001,23.389999,22.924999,23.0,19.878174,438560.0
1970-01-01 00:00:00.000037116,22.809999,23.15,22.809999,23.075001,19.942997,245470.0
1970-01-01 00:00:00.000037117,23.105,23.290001,23.1,23.174999,20.029421,385400.0
1970-01-01 00:00:00.000037118,23.174999,23.174999,23.174999,23.174999,20.029421,0.0
1970-01-01 00:00:00.000037119,23.190001,23.344999,23.190001,23.299999,20.137451,366370.0
1970-01-01 00:00:00.000037120,23.49,24.094999,23.49,23.93,20.68194,1016650.0
1970-01-01 00:00:00.000037123,23.549999,23.700001,23.200001,23.52,20.327597,491020.0
1970-01-01 00:00:00.000037124,23.5,23.700001,23.355,23.51,20.318956,170380.0
1970-01-01 00:00:00.000037125,23.51,23.51,23.51,23.51,20.318956,0.0
1970-01-01 00:00:00.000037126,23.4,23.549999,23.0,23.51,20.318956,213870.0
1970-01-01 00:00:00.000037127,23.5,23.620001,23.309999,23.584999,20.383766,1532120.0
1970-01-01 00:00:00.000037130,23.605,23.66,23.450001,23.49,20.301666,271410.0
1970-01-01 00:00:00.000037131,23.6,23.6,23.4,23.5,20.31031,829950.0
1970-01-01 00:00:00.000037132,23.43,23.594999,23.375,23.545,20.349203,404120.0
1970-01-01 00:00:00.000037133,23.9,23.9,23.35,23.485001,20.297344,471430.0
1970-01-01 00:00:00.000037134,23.6,23.9,23.344999,23.655001,20.444271,536780.0
